date,open,high,low,close,volume,amount,adj_factor
2024-02-02,49.633942,50.015868,47.855165,48.727702,1561349.00,76596923.58,1.00000000
2024-02-05,48.656059,49.363476,46.779602,47.299247,2658574.00,127676941.72,1.00000000
2024-02-06,47.149297,47.257448,45.134352,46.574935,2104520.00,97921227.79,1.00000000
2024-02-07,45.978126,47.216651,45.477068,46.725538,1452667.00,67330164.99,1.00000000
2024-02-08,46.611847,48.392364,45.583717,46.881893,2021369.00,94736421.11,1.00000000
2024-02-09,46.712995,47.901013,46.219436,46.938111,3001509.00,140899502.32,1.00000000
2024-02-12,46.821985,47.095706,46.323434,46.999116,2189108.00,102472276.97,1.00000000
2024-02-13,47.403993,48.433944,47.284596,47.703854,1760175.00,83971958.95,1.00000000
2024-02-14,47.381282,48.422255,47.071775,47.842208,1901170.00,90646606.86,1.00000000
2024-02-15,47.967647,48.120545,45.881179,46.226156,2386134.00,112264936.53,1.00000000
2024-02-16,46.717225,47.230133,45.015825,45.581512,1982356.00,91458320.96,1.00000000
2024-02-19,45.354421,45.421274,45.130045,45.140373,2086657.00,94445285.19,1.00000000
2024-02-20,44.942123,47.325384,44.851010,46.302710,2570657.00,117878264.88,1.00000000
2024-02-21,46.171150,48.001495,45.746215,47.386137,1674784.00,78423852.89,1.00000000
2024-02-22,47.717245,48.009875,45.665236,45.844015,2499603.00,117004148.24,1.00000000
2024-02-23,45.552100,49.027670,45.182573,48.197932,5323207.00,250137862.94,1.00000000
2024-02-26,48.774568,49.142556,47.207312,48.240241,1955518.00,94532026.60,1.00000000
2024-02-27,48.121866,48.910928,46.500024,47.069152,2331958.00,111118947.12,1.00000000
2024-02-28,46.689000,46.810259,45.630884,46.237075,2116643.00,98089056.21,1.00000000
2024-02-29,46.476662,49.212027,45.636134,48.651407,2425460.00,115194936.30,1.00000000
2024-03-01,49.021733,49.584941,48.260869,48.613255,2085069.00,101897737.96,1.00000000
2024-03-04,48.650730,50.006974,48.229227,48.832374,2404631.00,117658177.45,1.00000000
2024-03-05,48.671654,49.184632,48.248479,48.497666,2390973.00,116322289.67,1.00000000
2024-03-06,48.500171,49.028843,48.289848,48.969439,2473872.00,120470331.15,1.00000000
2024-03-07,49.362202,49.766061,47.018112,48.040311,3141646.00,152516456.34,1.00000000
2024-03-08,48.484524,49.209207,46.632732,47.530978,2145008.00,102883935.90,1.00000000
2024-03-11,47.685234,47.951797,46.967818,47.252134,1915284.00,90907510.49,1.00000000
2024-03-12,47.143192,47.532975,44.897649,44.936046,1920567.00,88590887.99,1.00000000
2024-03-13,45.059078,45.881360,42.862637,43.256083,1920806.00,85024073.48,1.00000000
2024-03-14,43.224887,43.507816,42.623132,42.745814,2371860.00,102050254.70,1.00000000
2024-03-15,42.687612,43.399757,42.523134,42.923822,2199398.00,94318062.53,1.00000000
2024-03-18,43.091182,43.893170,42.313492,43.387629,2908972.00,125584301.76,1.00000000
2024-03-19,43.164244,43.639901,42.798098,42.912773,1842659.00,79471586.61,1.00000000
2024-03-20,42.638560,42.943423,42.005166,42.914293,2952197.00,125838461.29,1.00000000
2024-03-21,42.802658,42.909009,40.113397,41.724338,2573976.00,107817035.05,1.00000000
2024-03-22,41.727620,41.789606,41.318360,41.373682,1490705.00,61942246.64,1.00000000
2024-03-25,41.270225,41.583609,40.872052,41.486943,2566782.00,106016328.90,1.00000000
2024-03-26,41.286266,41.646148,40.512042,40.679404,2200511.00,90289089.65,1.00000000
2024-03-27,40.763065,41.209971,39.180372,39.595574,2717531.00,109210085.96,1.00000000
2024-03-28,39.585492,40.938326,39.282193,39.895380,2029610.00,81032885.19,1.00000000
2024-03-29,39.912906,41.984358,38.414082,41.634235,2153890.00,87203242.03,1.00000000
2024-04-01,41.723310,41.917928,41.164336,41.277351,2237672.00,92909778.03,1.00000000
2024-04-02,41.180429,41.412017,39.907718,40.522273,2771550.00,112956209.09,1.00000000
2024-04-03,40.381966,42.673231,40.030369,41.508630,1858687.00,76482272.94,1.00000000
2024-04-04,41.632193,43.209847,40.977098,42.222861,2050620.00,86147570.79,1.00000000
2024-04-05,42.530252,42.963267,42.502033,42.841983,2450036.00,104639527.52,1.00000000
2024-04-08,42.429179,44.826778,42.315715,43.890298,2262514.00,98115034.01,1.00000000
2024-04-09,44.030239,44.267492,41.205945,41.429270,3685715.00,157502531.23,1.00000000
2024-04-10,41.488960,41.652410,40.637703,41.095763,2316263.00,95473370.50,1.00000000
2024-04-11,40.860581,42.187920,40.532337,42.105968,2460247.00,101907617.39,1.00000000
2024-04-12,41.972678,42.453619,41.585511,42.238166,1453399.00,61133585.62,1.00000000
2024-04-15,42.281260,42.650972,42.120111,42.500381,2042895.00,86594602.89,1.00000000
2024-04-16,42.501572,45.010765,42.352756,44.425662,1932920.00,84222521.21,1.00000000
2024-04-17,44.730866,46.216285,42.814407,43.484036,3546368.00,157144524.94,1.00000000
2024-04-18,43.565619,46.631529,43.018042,45.295576,3174514.00,141671232.02,1.00000000
2024-04-19,45.496617,47.083625,44.587246,46.388172,3979349.00,182608008.21,1.00000000
2024-04-22,46.525959,46.678143,44.628394,45.804125,2241710.00,102915012.09,1.00000000
2024-04-23,45.969284,47.299347,44.835303,45.007461,3410402.00,156120866.76,1.00000000
2024-04-24,44.879225,46.160103,44.795158,45.552216,2848282.00,129160118.81,1.00000000
2024-04-25,45.677678,46.146151,44.794626,45.926258,1994576.00,91024825.33,1.00000000
2024-04-26,45.836766,46.768205,44.825352,46.350801,1944057.00,89320244.94,1.00000000
2024-04-29,46.141545,47.478167,45.492661,47.013742,1799358.00,83726878.17,1.00000000
2024-04-30,47.001761,47.594597,46.803914,47.550384,2116360.00,99971902.89,1.00000000
2024-05-01,47.758906,48.867605,46.821781,48.671075,1745344.00,83828596.39,1.00000000
2024-05-02,48.364131,48.983074,47.096792,47.826269,1848642.00,88859721.98,1.00000000
2024-05-03,48.006891,48.176912,45.412273,45.919830,2626343.00,123120271.94,1.00000000
2024-05-06,45.876523,46.617032,45.864856,46.100122,2197719.00,101347005.20,1.00000000
2024-05-07,45.759715,46.199436,43.814179,44.656395,3014620.00,135981763.97,1.00000000
2024-05-08,44.778326,45.254724,44.456126,44.742497,1394038.00,62463940.55,1.00000000
2024-05-09,44.863892,45.094896,44.194537,44.334101,3217471.00,143569529.32,1.00000000
2024-05-10,44.493765,47.257724,43.187948,45.722523,2212036.00,99907689.19,1.00000000
2024-05-13,45.953925,46.762328,45.547543,45.940411,2329610.00,107280990.92,1.00000000
2024-05-14,45.525848,45.980832,44.553205,45.541926,1462876.00,66415232.70,1.00000000
2024-05-15,46.043374,47.167126,45.389945,46.985157,3490004.00,161923622.92,1.00000000
2024-05-16,46.741210,46.862322,45.594788,45.778253,2329122.00,107708251.17,1.00000000
2024-05-17,46.333273,46.703827,44.473113,44.485515,1968130.00,89547813.15,1.00000000
2024-05-20,44.335833,44.789198,42.684012,43.431908,1491416.00,65339289.50,1.00000000
2024-05-21,43.351757,43.775902,43.109671,43.405287,1779736.00,77259504.69,1.00000000
2024-05-22,43.330671,43.362204,42.317921,42.933307,1936921.00,83260536.30,1.00000000
2024-05-23,43.051349,43.653576,41.082342,42.100399,2188847.00,92964527.12,1.00000000
2024-05-24,42.328448,42.691734,41.936392,42.003483,2542641.00,107401192.26,1.00000000
2024-05-27,41.696875,43.104876,41.219699,42.877358,2131940.00,90020531.13,1.00000000
2024-05-28,42.770586,43.214693,42.093355,43.014653,1921941.00,82207801.20,1.00000000
2024-05-29,43.151529,44.755750,42.732326,44.025985,1631192.00,71228278.11,1.00000000
2024-05-30,44.006125,45.222002,43.507072,44.944292,1355853.00,60226818.01,1.00000000
2024-05-31,44.775993,46.612911,44.441185,45.204716,1098113.00,49699168.33,1.00000000
2024-06-03,45.459416,47.576793,45.395344,47.127738,4120344.00,191142028.12,1.00000000
2024-06-04,47.596498,48.424194,46.310954,46.540456,2050831.00,96836190.48,1.00000000
2024-06-05,46.553501,46.933304,46.098157,46.469637,2775118.00,129080866.43,1.00000000
2024-06-06,46.750215,47.108976,45.282483,46.147565,2205808.00,102178121.42,1.00000000
2024-06-07,46.022095,47.215613,45.794107,47.090693,2467698.00,114823535.38,1.00000000
2024-06-10,47.461181,48.693563,47.190907,48.237435,2651735.00,127006893.68,1.00000000
2024-06-11,48.260456,49.764797,48.197351,48.657247,2364179.00,115182713.67,1.00000000
2024-06-12,49.054930,49.852527,46.900781,47.157526,2270222.00,109518780.69,1.00000000
2024-06-13,47.463440,48.014123,46.436951,46.974185,3044169.00,143752280.32,1.00000000
2024-06-14,46.663104,47.130155,45.970809,46.772957,2148418.00,100189875.13,1.00000000
2024-06-17,46.711356,48.020306,46.021453,47.610905,3928595.00,185001486.32,1.00000000
2024-06-18,47.546444,48.771999,46.961107,48.596794,2712129.00,130098349.91,1.00000000
2024-06-19,48.454922,48.675478,47.307019,47.856879,2052678.00,98679568.74,1.00000000
2024-06-20,47.685922,49.980383,47.624940,48.970242,2124742.00,103188885.17,1.00000000
2024-06-21,48.857133,48.921271,48.110614,48.115374,1542016.00,74789469.16,1.00000000
2024-06-24,48.032335,49.293387,47.877515,49.143478,2357651.00,114550431.87,1.00000000
2024-06-25,48.947450,49.736453,48.926643,49.517289,2471787.00,121814504.79,1.00000000
